1,8.6
1,10.9
1,7.6
100,9.3
100,10.2
100,9.7
500,24.6
500,8.9
500,18.5
1000,32.3
1000,37.8
1000,34.4
1500,51.1
1500,58.7
1500,52.9
2000,74.0
2000,73.6
2000,72.0
3000,84.3
3000,82.0
3000,82.5
4000,88.9
4000,89.6
4000,85.8
5000,90.3
5000,88.6
5000,88.5
6000,90.1
6000,90.9
